Id,Text
0,Rd3V5j7OXkUVdZEHOFnzBsR4vVZd?ty28dpC uVF6cdK5Jr
0,HO7SRnlzlAeGQHLy.?CUjopWNl7s.B5mXPatwb0soxrC9kI
0,g;YT2haoL8qqi64ffDcBMoFAHIsGPBZsWLa;oBIzcNjJq;O
0,"d3nm,SduDhOIDepZW21r;7qb5BvnRjmOiyNovQKESQ9WU6i"
0,RDo;Yn8fSJ?nQpAiQ9BgwGaDrRKGcGy3YOHjecMNH6B0iVu
0,"i09W7MvszH?i.kqJlsvwi2.W7SeJmZb8rKwT7sA,1LtqC?3"
0,"CI;x;w.2WUAYS.UdXETS5lrm7tjDF2R.QkkrU6g,6blmWk?"
0,gl32Ung8WXiH6T8QqEsSX3ZhNkU  sKYy5kw7Gkvvn6NiN0
0,"zFWoITLqXlg9g bvS9ONb,ocTat?w5u7cS8xUd2InVeSM81"
0,"Scd6D3ziDywCL R FMnRg42CK1M,pjiLY6L.TXIy48VFk.R"
0,"V,U UQT af7gxg6;Dz;lennykrngwwSBwOv86kqyJw9.Lv5"
0,NVSwQ7pG h1ZgbYJe08oeuLFaizbeDYVume8cll2kA9OqWj
0,?TFlFTHWT 5fa9rCBtx0PezXE?086AfhobdlkJsecqnA8HZ
0,"n?O0DA8MM2XeZvhsRzlZZyQ.mDwKRx,GQD3YEA15b.?7Xb?"
0,?CvCHV9z.FjjO1G3qL8ZQ8S3JQ59tpznmQD;OnQVmv4ClEx
0,"iPTzhg0yuSZKZzYjfKukt;vi,2oObKEX9CyYvF1?QZhrNCL"
0,"colqEfM6fL5t.jHA,NtJB,ONNY6vcQHzsdPDrkMMFY,EdLU"
0,"pp,HTB 8,,vG.uqrlwCo9zok6W6F?JhSGPVzx,,qxBcD ;Y"
0,dDb4V2iRmm6HQwooVem.qI9LZCr18nKoU13SbT6ZkDCxbqV
0,"uXk5g3pcwWfZe67rKFxXg2iKa,znQnBES5W;.Jnmi1;52aA"
0,"?2Bf?UM5FT2kz88VVe;piAseuTfWVr2Du,5cLW0N7.tlTMw"
0,rTXU?Xxy;ygPmqn0LSFQu7Tah5YiLOCSJPLK;LoIl;zmO21
0,zIuv9W3MnUQaGu8FENaiWXeja;9RBZR4ziJADDLfrAZvpKR
0,"s07,DmtX9N7Zc.csPofP3sdQwLKVTwm?R24aAu,mZgkkm,U"
0,"pPINVGHrz9km3AZpjrgJ07oZfKV3hsB;i2VD,Y7Q8K5bQm5"
0,"iMS3ysewi594Y6y,U8wL3UVU IVIK;lrf7zfd2Cb3tlEDip"
0,"bsUOshbli77QCcDEMnBCY.GtIb,Vxut?tjJZKe5IrgznhY9"
0,Z6uyg8RtvnnsMD8K3qYtTKjL7p?gB;Gkf9Se0LQyXZuG4uq
0,"eAe1s,kFo52GKNQ??ocw,69nPE1Kk;oUitV OAEeNqdC;R9"
0,"uy,jwlzjsgsRaPaCcJZe5vw6z?nuWjirWw3xAXlxy.oCbS."
0,"K3CIZl,5Ty?7G?v7umZPdRpPwZJ30NXTXavp6abw?b2nYfA"
0,7F?35eCuLVS56uAxjOqX yYmsNSJ8mhley8yK6r n4DwIvp
0,"HAF8mRXOIYzRS05mjw0N6?nRbSAhWIjNG1ClJc2761,6SP,"
0,aPoo2eT1NDYhebE109ALlZr Tk6qMzaOB0eJMZ7ZpRzufEv
0,"sS5Fu58hyq?8IeUqvu9 eI28Y2lqXItKau,QW5970HkUP6h"
0,rpEBVXcqmSrE.12.5noR;PwWGFXuVTPoAaW5ZdYBJHnL8S;
0,XsTU8wnpiW9rY79LgsEn8ts6S;9WSTmq8oCNttBhZlL0eJu
0,"2Aa6Z,TDMEP d?axnaUotudYdfG0IiznrwyU4PcleeZK3og"
0,"NOnJQTQDmRXo1dXS89DMyozhtUYItdYR05,8aR,?QQLcE.S"
0,".L9TvhqXZf3,n9wk7XyUP73VX;v5..YLl78vF2Vju228M3s"
0,cJNRVl.AwF2es5cU1Pm8vtWQv rXi5JdhAB8ND1zYwY;srz
0,KmbRNfck183I39GJqZ  l9RABooUu;VL8Dz0BplDK4PK?O5
0,hsZjYfQwVtIiwA.i.htvKNNMnPckL89TFQi4OtGfzQ6oSHv
0,"AyQRKdflkHX2jV8OdyqA?weFAJY6wHE,5etZlHA4a0oM4Ky"
0,Ku lqkXuvmNoUJCcgTIrbfDb?ViDDaKuS5HvTm7LTle;.n6
0,ViIJ6;Vtrqn6k9PJV5bPb3wTtUis1gAPe6hPXuEDNCaIQ2T
0,"fsly868N2dC4Ui3zoKs;pYEDYSPFX?N4 dTrhkrJ,GFQAFo"
0,"HqtimEgQAZo6q.OZVu,gbxVM7XJjZ,2HXo6Noxu4hQ1sL4b"
0,HEP4?vxv0MQ10bR FByEl2cE;4VYrIHLSEbLcxNzW HXGdQ
0,peKdpcMxggM2d3B6fhUd1vCgbvnD3be318UN3ELKGri1sms
0,"gqhR08WGgFarEPzY,Q1XE6H?kIj. 87PH2iKIj;l vsT vE"
0,"yOAkJIwbP2jCN 7DcV.MLYD 3JrQbnD3Opb,lu9yD9QDXvd"
0,"5IiRVH4ma6mnRFs80JqQZ8gzqE1bqHArnGCkH,,PV9eiBKU"
0,qw7MnKqnut.wpm3s1.n1YXz4DMpl;BeLMGc4gNEWWLL.p9l
0,05fzF0PcP3xn7dQswajcaQOQX1SxlnH0gsLtx8SOsW8z1D8
0,"t2Bwz?ysvdDYs sqXSYHx5?oa8,6OwlEKSncFmQhvKJg7V;"
0,"Ke2fJ2VyCwarMI2i?GW2eZwr?WjbPnw8., KzhbyOBf4?Nf"
0,T3RCt7IU9w2Yruze?pyJbbRQHDhXYe BglB99Ka;v1nxXqN
0,"fF?.OQupzLMQSlIcO7o3wzjbrA??kv;Tib9 kAR,dcDH3mL"
0,"FcqYGU3TZb,h;eRFruSWPMyk3g,C87?wl4s7zRLjE4aF3kX"
0,"0xMEI1eMS.KW,?ISuxc891f0z KpniWM1wE9RQVyPLPILCy"
0,7d.RYei1Eg6kYUgYcWrq8i262E2cpM2 ggouLR8Wc;IQT0X
0,Ei3EBOp7GH.EbNDu7sTTTGtD Q2TjvwhRq643IJYmkrAIgG
0,GlYJ r4SV8dCpb5gzxKc0YzFPwpBVa .nIqJ8kvABu 4X4T
0,"VrW6QPAQd,kfE3,PEVka X5IoutWOxYAirRuf I2e4O 077"
0,Smu K ;6mtr9LORe7x8wsQeceal67j6QqqBhHyDcweMFTQe
0,9HY6sqQvdLdj nngUwgO4HnyMN6YdL2vw8Zc1Jta7ilU.Nn
0,yd4IqbWB?kB9zpyCjSUZOfmKUYMzvzWmDivI.3 TGsYF7ki
0,"YP6.Yk02?r8Yz3tF3B1QE,5T9PdYR9HDGfdBo?sdgQS?z,U"
0,"JiqGiI3Qgxc 3x,69KhEqyeP7WQ.7A.57zh?Z08G,ACfH,w"
0,"ol4H.uvOG;p1cdMvDXS7OW5xiliqGg4V6hDbOySEtE2WH7,"
0,"zDi2hgGXuwbF cXN;vNaG3VJ4Q.HPom.MX?fGM,995b  FU"
0,2lS68dxZiNcSdIzXxiRpxo9m587lukaGtU66T1GJmB0m3FL
0,mNi1MssmtQ1sRtCxII5QyKF7uCO2Qg K6sxmC?OO6vyqZXR
0,".mL8e6Es51m.4zMD,RSuf9JpuE;EI52hxNX8kALcUGRzI13"
0,no 6g6ZBggnK8Fetfd0OIzfgpljO9lkeAJ75mLsOXKY?ts.
0,"1Ey4?V;cur2zv3;lgKT,.UYiB,ExF31woYxKkQAT4qPobgf"
0,"pPp q63Nu57hILG2geeHM,CWqCW7rFHFm;7A;gTH,v9oL;O"
0,gaHGax5t228q07LmVGr0fVRSlef1724jE7T3VHEF47cWjWw
0,r5AwailGNfBnQOx6t4YWjcvShsQ.ftVwVXq6b5kv.BIZgzy
0,"wjMIL.1Yd.zcDxxG4LcR?6j;x0gw3 QHb9unQ GbVJIhap,"
0,"o?cgv?m98.ancb31yUUho0Ieli5NB53,aW1Ue2Ev72sTVry"
0,"EPZVL,hW 4DHWxC;2ZuGJZ3tTr8j6ioX,PCtPnkMU8GDgqy"
0,"8MV.4jsbuEnEYU?Xq0T,9HNOMOyBMZ.PTr0ax8daCFyeB,J"
0,"4alPdOPpL x2 XG9WR9?ZfozSaOWH WrcdUAJlbYivA.J,A"
0,"poPqWiJ2zb7vvaIzXxoJ.R7IrNGD,;tb,SmzbmY.M9LL7g3"
0,4zE45dv2j2Sh8BIKfB5V72e93bzHMthcqMMQnNx.XU;MCyY
0,"y,4GepRL2C5ffup86,G3y?HWQ5K3TTduZVrB5.F4Bsqr 14"
0,".OfRmPpPnIbj?8eiXNwgh9jeGcJ4ivDlQzEKI6,A9EzjSz0"
0,WPsxeeb;vnOKb2jJKrnVNkeh1L0ek3U0Hvk0Y4pARTgamQl
0,"6WZ.w?y,EaZaYFCnq?nHOw90fJmtDRulKP;.IYXgKF,bnkZ"
0,T7OOddqF9Ikr 5JXnsCuH;YWv.cs5Do1GilsvoXyUAfMjrC
0,ax8wcA1NYFl;WVTnFXe0Ae0s5GF23rSzcG1LJJI;HBpyzT4
0,ND nnaFFRUWWMnEF;4cyTUKmUNp6w4G LVKPzc8JuiWEBCl
0,"B,gKbq3kY0KI1kXTyXHha92CcazJLCJAiT,vUfiEJRFM7s "
0,OC8e i7p3na5SVtc1Nqw.SBGsilha2DbEZyS6jWQk6JsPvU
0,gxSTh7eh68oJhGTrfhqeoJyF5A3ApW5qhgIM928HP.hPTBt
0,"vG6pImaM8y1sJtki8v,;6is2y3IxeamCpd5;GY6 Kzf.MX;"
0,"?QuJJKfxs,H2MOHTL3qPbM0TxhqFefMaIAy?AuC.pwB?I.B"
0,4vMRhJ;u9G9R3JfG vsSTNxtN5;tjGDXA9uRvut5qA2AGbF
0,.Ww5UCJjSFt7WDDu87T4iEIFVmWTlJLuqohTyjA1mD8fo1d
0,v3286DkGlx6qcx2SeIKyVbDYXh9YOACvJOwx.55wuUZeDoP
0,cnUgb4WD8etBvmpeZ?PzMcxXYRmIuK4w;ve8fOgx5TeOlpA
0,Pejtrfa2Kj;c J;DOXK4X4WSP6pfrkCs4hi tIm 5numquB
0,"Qb.89SISdnNKL5dM,xJfVNHJ t;lI44mo3,plbWqptfkjfa"
0,"sk3n,URCBlWZ,zLgiFl0HurZH?,lZ5K;WGKIFbSz4S;rSPr"
0,?RN2wKh6xOWPuMLLo SwSQyXxfgCGK0LRgeV7t N8U530vp
0,SZEEsaDfDM0eS197qRrgJyNoITNbrYyLLz5Xt8gmp8uJV32
0,"gW.ARmLH;DaHG2t60RKKIU3VwSKWXNk7rQozgKZWVlZc,FG"
0,6WSggwn3xioebA6JJBiG72Z2iRt5slJMAQ2vzyoK5MzT9Qa
0,2lGJ g2m0G6o;dpBj0u1oy73vM TYz ptELyp747Ln9i2BP
0,qimmGR;Nvpa?D4m0ewwAk8n0eLbsjNKl?07GM7JZu5rTvDw
0,laHXZQxq4jag4aA8OjK tl5CPR3pOfuXWx7p6YkRU4g3jsA
0,qbVOd;pDV3TPhjxyrPRiyZ1KX9.fnqBrednmp;N1XiC7TAK
0,"pfcqIuo1ViWmf1F.HMqxbsSEoSBodeHB98v9NV82G,.PFfj"
0,Dr9.rqGBoKNKmgN1Gb0k4zx1 ei??RomMI.?KRlP?mhz7dE
0,aymjaQXADgGEiBMyOTe6QSs0N2Zqg6F3 7aGst;9N4Ze2rn
0,"9xk1tSeqt?EgHLC1gyr.ewucBZw KTdsQ,DnBD7N;A?sX0E"
0,RUeOxCWpoW9mQwjJ0czReFjBj1 Q07jS385XdgQ?tJcTPhu
0,"9,4awp7IfQGb8M;1UB5FuwyBCuoRzzAoLmIDngU4Cakz;i9"
0,"MG4hjiz?oP?5j5tCDYtHlkX6aaUKxIFOSelHUym,P0w5 s7"
0,"IWhK,T2dnBnflAjrUMoTix7f5yW8T dKruftHuPSkOMGlGo"
0,mxcZ5Rrj56dbr84zcUn80ReKbYGO8.qT83jMz8KGxL67;?N
0,"EawNyUf6UsW XopE9WPJ9sNGuCcPt9?30lcl,.xe4hAtxDw"
0,5VPbtQ68cLNswV6BwP9yjSHn29ObcmsDSI.PllwcobT4oqH
0," AfGMX?FUN1w6BPUuSMb.QCd4yNKLbE,;C2TVo4NpZDouaW"
0,7j08UsnbvUbWYGuyu0LcVRBGWhZv1DMnm8fwdiHX?YzS7;B
0,"xdojibNPRHgboOkvHYIfLJ8p,oTZwUnX3;LhUy4r6FNbr1I"
0,W?vU;K?HPVh9?nki2NT8pPC RocJnQWj23k7ZtLLx8mVrQN
0,"?Z1n a3qzKL .3?2BJ6IKR1.ORNMGun.kFoKmxCcj6fYu,m"
0,"p;m1WPOjMgDTo5lXa0BqariJQqIPxabbT,t9?iz63YV5;gn"
0,"Rxu5 3pg,o.hXJS6L05ETq9ivsbYcq9nCOJDDAUOpaMCHs "
0,IP0Jsw5NEEd0Kh;StuAvTBfyghT3iYDp3V.lQ8QPnWoCqyh
0,",rCMmckwY8ssxz5vEmuuT2.J6gUTylBopl0Nrt7clfy.hsv"
0,"7,z3vCtzIgFtdKIGBD2yGilHy;qAF8IVajPaStXQP;P90;x"
0,"wq2fLmFmh3C9v ChNZlPe5ujf3aLo,ChUnuUc2p4EF EKwp"
0,VX;sGU0 f9BSiI733LAQIGxo4YOttqryLWpffuoiZkY3gDZ
0,"cvorLCbQVyNMYyl7,R;j05sT,ab9.K.4OYLBsLYUkkclDRR"
0,"jpFJzf8icIvuq1sEWkyk,QVzl6gShmvGfpvFzMhM40l85m3"
0,CzQwXhO.8edslLhS0jZ6PLDAtaDOqG7Y2iT4s2ewDp8VE7Z
0," Eqb CG cQG6umMlJewYq;cBbGIdl8eCV?f9ebh5PNxitM8"
0,"R?u4lONoo,3CpZ;tW8Lt1RSaUBXqh9W;vLDK;?ZnRjRkNpz"
0,"D8Wcl7zge76LXQpL,HloMkJNvjSkgHWn8Pu? CxqegjGr6I"
0,c8GDnRehKd pqUr42Su3ibPxkUwwiaim ?fvR.1;S mFlGE
0,DHp.NrRA7BYm731mpSUauLQClH6ysN3BMs.SGuGQJ612w?T
0,rsB5k.dpyPk0OrTmDRO7PmcAnY5lUq4rXOzeh8CVs0QPBG;
0,uyz.qQFGWiNC0MISr5lhyRfOJD5cu cBuW zioRWfwYel c
0,"b3DYUq0V4sjVWgAl.jCc,nh1Utjnt8vaUvxxHA91;Wtu7s5"
0,Hv?dz7z?EYW TNwa1plZVx27b9EOvWkaix1Twi4xHcAI SM
0,Ii4p vKSIgyOH62;L4.Z.Oj3;Z3h0JbCVCe1MbgFT68UlsI
0,".,MBR,,XBd0XG4.b4ZcdWocaUaShGbAHfAjsPakbrHcN1EV"
0,"jkM6p58HFPe6rJ8ELonCOfoQYtWF8mEzL5?1a,Gm.0GZ6Ti"
0,ep1Ehy.3.KbbemQxJw2uTzF?MHI2yOfOVnMrHPl1LHT8mTR
0,"IK 6lG,zxgHRrWkrlSTt 371;OW?? 5D0nQfYp;LtGvKN39"
0,LWiPRNuMQMpsjpICnm1ej25cKlEx.eMrJIU;ltV?N5Ks?cN
0,"ap?xPUvc8C;R,4JBWF 1u3dyQTFj?eGuHcLe,h.3hQCfUrk"
0,AxNA97gnunxQk2aVU0BbKpx6DWtGCQg?G;VnN93ObF?0zsD
0,"O;H;5n9;v,7cJJx1wDh.0z2mlwsagXixongDJ?mQnELScWY"
0,lMCWa9buWKW9WsSkrjg7WqF6cX7mMj6u7S3X5lmfSGe?4jk
0,"mqAKWit,Ftw6UHnF;4pb;pnzc8vCXXsAIsde1C6AukdeMwk"
0,"C09fuvjp.7X0McaYJ.CeLb;2v4cT,VK?ZznaJ4gBJbkmm.b"
0,.t2Ctca0EziZg5MhM3wKyPVmu1CrhN.bjjqAulNcG70dt16
0,.Jp.uob9ZRkwZX9J.E M1hubOXxE8TIryWZKVU0gsIYBC;u
0,1xzTisq7JSoPLi61WD2LNoqqiG MNkbM3syoRItEFYTYmmg
0,yGzePD7kboD6HthsRzLrcmtRyACTVv6qqahd?JofgkZjJuW
0,z1UCOlaUJ0b40pb?0x9Q4vAQEz7UDBVXWydWQpOH?y7SvvL
0,1.wgQmA6I4t5sZPx6TeED6CBZiu F7rG7a58HYnncrM.4Je
0,"8zwfyw34xylb,Byns001mklB6VwAz;6q8eijg 3lazcOlZ4"
0,"V2wZBIL68P,DV8VqIvRt64CNfSJZBL44epFvMiHPoHtdEgE"
0,"uKrbrvIb5zH3GSdbIX pdtruO,eKE5BOvJ;NzMcCIE30?H6"
0,"lo95bJNlGqMFKL ?5kG,hzpFfmCK03AvzZpVC99Nd22J3q3"
0,"ZDk5NzZRV15RWj3jmzDN,93?3TMzuFd;mlUaKwotZ9TkOQ6"
0,"lCl8?2f7mXGrEpnIkSJtfK 1chb2L4dgyEE1m58, ArgRYu"
0,"2DSpMdh?VYN7PGwXwwlh7iRme;jKJsYkGpc2.7?vEdxIIj,"
0,2ganP7CuPjh7sU3bhFL8y.7mI9ZlK31ZrFBVA02iMSO8tgw
0,"1Hul7xq7ON.CHBKPlmuq6.dfPrMm0I H0kSfUJU,5LAtEv5"
0,;zY6ZJ2uMLja0nv?deHbn0gOdP1kZ4B3plJe5SZ3MXLw8a?
0,"DKK,QIM1m0wZULIWKJ0n 5 OnO5nEauU?P5.IkdSU7Gm2Ec"
0,"H9nCNAMN3UrE?Ci5TFYfCUYqpCvg,CoefMMbgvlw8aB9f7E"
0,"yCf54KQX50JxPt7A2oY0F,wzyCF6zn6TgctJtdxcoCydX2u"
0,LDxLA8kBXCHJqZIilGIOwDNZ?4Bdy;LvE oCXt4Z5Tm3Njq
0,SfOkqm zIEX9LZd9RnSH VulyFBO6QvZ DMZ3eXccYvAzLy
0,nZC.NlpE0 B?LS.p.nC SVj ?5?aQnIwIVe t1Drxd;O1uh
0,0?XyNHXgtOzECi.CC1.hRHZ2nitfXPaXFkDfNQk0Ds VLj8
0,v;f;RakTtyGWIo4C1SYL2dFD0TvjqJmj8wW;SvSz3bYbRzr
0,"uCSGQ03048oGI04EpP2JCL7LZ483lzpn,huzC4.Luox KTq"
0,"0e4 J8nIFgU0TsHouZ1dGIFNRQ;TfVmSPetd 3wrtv;.,JL"
0,"ko4?dIY6AS2HwZ0px1bXPHga,qExCS1?mrutNtWd,0x;v1M"
0,"lenfKD1FtojhlEfgkxOeNA4nIsxZ6CI,dXhVD3J6AMoVSm0"
0,?0k08ZdmoBsHNe6mDUUCRoSIXPS6svNEr5r6TKboLCp siQ
0,Ki 8STpVBzxLE7Qdx20O6r1WPpC;gxDhloNDR6XiOS 8D3F
0,s5QTm9wkI.OHdhVqnqWQv3QB8OtfcY8zMC64g7Ty1Gw7kYb
0,.H4jjXRlOltEdK10psSuZTr?c d;diMsF7nZA;6C.ketVP;
0,6bLTbxM pU9xpOmIDem4wCZSRZ7lRTYwWQiUw;imiP GENg
0,"c;KeHu7tR;6KNy3,Sclt?wxZJ.g?Yl9k0 duM?h.QSek9J,"
0,"Q JO4.Q,79DpR4KFZ0u.yo?.oocYXOesV40lkIH5yYox Go"
0,"PiXrH?CTpJenCE;dV,,27h9MLxmQqszQLhkRakTgBV1SFfb"
0,WtAuHORjzCY?7sXrWd;sBXza1yDVSLIOaSvpjVp5XAqrURm
0,"1towLYQfIC7UW1Xodnggkix?pfO5Mm,43k9BxHMf3E hpFa"
0,rbURrmG v4QEDJ?sG5fCGGLmC4FF3ikzo2;GbvveTTzD98R
0,"AflEJnqsVQ cKTwyWtx7KzhsldsQ91gQ?BzfQXzo,jZ9VVL"
0,"bqLGXeZUJ7Em,8hLQIn,fpM8w5eQEfTj,8JXgweJM?0deHo"
0,66VT9N8QLWWXAHGi?;B JLI0Fidn9azemFocB5bqbPlNv8D
0,CXHQU.QL974ncnXmzRo7q6SKTiYJr0.LojyBL1dTNOpDCHZ
0,Q07fSwlYM n0A8fcLegxyo5NbMy?576My0?HafheYyHU3mQ
0,aKyBdpE3oBiy6h5G.wnWgfcdVnfxVqX2IOhRhMOkNQpoOSp
0,"sIhpSMi;dIFZCsYLrq1k5rTSRghIapXAtP,2popddVEv6DM"
0,"3t?,s0ABG4s?EM,64;fsIkNL.OnHfIMOtf3MG4fiL3ttLof"
0,"Ff LZQ1zrJBJe0KSYLxrDyuEduw2k;9jKo?U3k0?02K,SRo"
0,Atnr7LJyk8pQF57AFWK?tO9FMUhfBSB5higIvEJhNclqUMQ
0,ZxVS It5G2CXGYYSCS1Hon8gPj?1XT56ubn3D03pnyc.Kwz
0,JjtPr00ckcVkhAT4xEFaVp9cH;jt7XZLtIo0jxdQwEMTFnC
0,"KsI7 MQvWWYWv,xPucJRxy.CkMVZHCVm6HTdMwcpMgBY5WB"
0,2Qg1ux0j16FqeE8xH6?6hPYH94A1D;hhQ4Dm.zl54Klo;MQ
0,"r UajK3BsIWamQbwlnoYFlh vDW1TMsk0zZgD6U5NIGj03 "
0,o6VT3WkGfrNHwlGX9xyTvOdTYyd;?SusrmjHCOfDg6sKq N
0,HYraJDAcFDL1tWsG9NbSDthUAS2z.gjQhnaLiSY4Cu.Q0pO
0,"tnk7hvWtIP9bBtAR8gmy3j.h,p3HamimsimIDy2DDY1OVN6"
0,aV5hKqd6GRvr.YzSAPCspORwitIF1ATjcEILRvI27Zc102n
0,1zqm3Nx8xPDBh9TtF9z5D7sMQuB;7UaN6ARKio3goeCm8hy
0,"mupTWAlcmfHI0FJTIktcNK9oQg.h;,.KslMANsuCOJIwfkR"
0,"eNwDB?bM6CKoF2Z9cgtMmagEWDwZ.2vHisidA?fSW,lsybw"
0,"d,t4.dt5KyvczUG2Y4aPw7yItneg8;zuOFaWX;0zBmbFJcB"
0,.KAngrtJdkgsp;Uxcr5UuLqI3b6wfx8gnqP8j76kaoYLu63
0,tOt3cbol4ts 4y;oTByv2FzfXHj0pmqMtfwN4mZTXKWlRqH
0,"P745YirbYqKx4PDjr hyu,;214VhNVRn?cMKeZiJBI0jWgc"
0,yFa?LPjG4XqOYcu?LifJ2g29NggLfXZ8r0M5nzXCddZn NG
0,"9?aweGGYdavNueLjSuERz08;7Cj7SaNeJwbOMdNZ4awB ,V"
0,"AGX.5eMUfQ, BIl.4?9oZvyfUqYcBANg1VSM8DjznhP?lbq"
0,"aZroU7.DkE0.tF;S,6.MThb19FQNlcaFPEKMu4.p;U0vgKg"
0,6JM2CQgb RXPUguYnIhgxPtomJ;wu8uoQEQ3Ye2QEx432IR
0,"YEKkMd;Z,h?OEXJ6z96KY4O5JtVJvE;LuRP5naqPcy?yR4A"
0,IHnQZB.zumPp?UcrjBP8IHD L7GF T7PociWE0MU9kjc f4
0,hzUzO4YjdvQmMX5T;;c9lMd1KtMLij8Kch1xjS.u7cCZknj
0,"Makhxb5?bfezsq;c?ucMqxTyp,MWE7CkYe9fJTJTJBs8GQW"
0,GabtZdmTu9;iqDBDlSsunX8ONhivg3zEHSRE9Hdkw3hf6kh
0,"8w?GoN9v0KO;sUnW1wpCo6rEO6gyHV IV,fyuxpwi;Bip3?"
0,m6pQU7mJsTURezynFy6L0.RDsxwL6C8y kqjVXEpkm5;HZt
0,"Jpd?XW.Tk9iS6HK,;w;bCV391tu0ZqT0DrlpaDtELGjmcRN"
0,"YI.xxQTUTsxq8pNILFlPi1bxynM7x0D,;SfMUc5UK2k?lTy"
0,"z0qBBQA48FhkDEjR,ymNPDL6 yqEmbyfwBa2wnp8XpWduF9"
